CASO NÚMERO,ESTADO DEL CASO,COORDENADAS , EXHUMACION,ESTADO DEL PROCESO,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,COORDENADAS
CIH-0037-17,ASIGNADO,"-75,5175278","7,24980556",,ANTIOQUIA,ITUANGO,7.24980556,-75.5175278,"7.24980556,-75.5175278"
CIH-0038-15,CERRADO,"-75,7648611","7,17852778",,ANTIOQUIA,ITUANGO,7.17852778,-75.7648611,"7.17852778,-75.7648611"
CIH-0038-16,CERRADO,"-75,4368722","7,16945833",IDENTIF_ENTREGADO,ANTIOQUIA,VALDIVIA,7.16945833,-75.4368722,"7.16945833,-75.4368722"
CIH-0038-17,CERRADO,"-75,5175278","7,24980556",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.24980556,-75.5175278,"7.24980556,-75.5175278"
CIH-0039-16,CERRADO,"-75,4368722","7,1695833",,ANTIOQUIA,VALDIVIA,7.1695833,-75.4368722,"7.1695833,-75.4368722"
CIH-0039-17,CERRADO,"-75,5175278","7,24980556",,ANTIOQUIA,ITUANGO,7.24980556,-75.5175278,"7.24980556,-75.5175278"
CIH-0040-15,CERRADO,"-75,7648611","7,17852778",,ANTIOQUIA,ITUANGO,7.17852778,-75.7648611,"7.17852778,-75.7648611"
CIH-0040-16,CERRADO,"-75,4368722","7,16945833",IDENTIF_ENTREGADO,ANTIOQUIA,VALDIVIA,7.16945833,-75.4368722,"7.16945833,-75.4368722"
CIH-0040-17,CERRADO,"-75,5175278","7,24961111",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.24961111,-75.5175278,"7.24961111,-75.5175278"
CIH-0041-15,CERRADO,"-75,7648611 ","7,17852778",,ANTIOQUIA,ITUANGO,7.17852778,-75.7648611 ,"7.17852778,-75.7648611 "
CIH-0041-16,CERRADO,"-76,6338056","7,25825",,CHOCÓ,CARMEN DEL DARIEN,7.25825,-76.6338056,"7.25825,-76.6338056"
CIH-0041-17,PEND.RESULT.GENETICA,"-75,5175278","7,24980556",,ANTIOQUIA,ITUANGO,7.24980556,-75.5175278,"7.24980556,-75.5175278"
CIH-0042-15,CERRADO,"-75,3463889 ","7,57972222",,ANTIOQUIA,CÁCERES,7.57972222,-75.3463889 ,"7.57972222,-75.3463889 "
CIH-0042-16,CERRADO,-75.56611,"5,8747222",IDENTIF_ENTREGADO,ANTIOQUIA,SANTA BÁRBARA,5.8747222,-75.56611,"5.8747222,-75.56611"
CIH-0042-17,CERRADO,"-75,5175","7,24966667",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.24966667,-75.5175,"7.24966667,-75.5175"
CIH-0043-15,CERRADO,"-75,7648611","7,17852778",,ANTIOQUIA,ITUANGO,7.17852778,-75.7648611,"7.17852778,-75.7648611"
CIH-0043-16,CERRADO,-75.566111,"5,874722",,ANTIOQUIA,SANTA BÁRBARA,5.874722,-75.566111,"5.874722,-75.566111"
CIH-0043-17,CERRADO,"-75,5175","7,24966667",,ANTIOQUIA,ITUANGO,7.24966667,-75.5175,"7.24966667,-75.5175"
CIH-0044-15,CERRADO,"-74,7844444","7,72888889",,ANTIOQUIA,CAUCASIA,7.72888889,-74.7844444,"7.72888889,-74.7844444"
CIH-0044-16,CERRADO,"-76,3825278","8,14011111",,ANTIOQUIA,SAN PEDRO DE URABA,8.14011111,-76.3825278,"8.14011111,-76.3825278"
CIH-0044-17,PEND.RESULT.GENETICA,"-75,5175","7,24966667",NO_IDENTIF_EN_PROCES,ANTIOQUIA,ITUANGO,7.24966667,-75.5175,"7.24966667,-75.5175"
CIH-0045-16,PEND.RESULT.GENETICA,"-75,3392222","7,28175",NO_IDENTIFICADO,ANTIOQUIA,VALDIVIA,7.28175,-75.3392222,"7.28175,-75.3392222"
CIH-0045-17,ASIGNADO,"-75,5117","7,24966667",,ANTIOQUIA,ITUANGO,7.24966667,-75.5117,"7.24966667,-75.5117"
CIH-0046-15,PEND.RESULT.GENETICA,"-75,8291667","6,92847222",NO_IDENTIFICADO,ANTIOQUIA,PEQUE,6.92847222,-75.8291667,"6.92847222,-75.8291667"
CIH-0046-16,CERRADO,"-76,520222","7,86169444",IDENTIF_ENTREGADO,ANTIOQUIA,APARTADÓ,7.86169444,-76.520222,"7.86169444,-76.520222"
CIH-0046-17,CERRADO,"-75,5175278","7,24961111",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.24961111,-75.5175278,"7.24961111,-75.5175278"
CIH-0047-15,CERRADO,"-76,8111833","7,543975",NO_IDENTIFICADO,ANTIOQUIA,PEQUE,7.543975,-76.8111833,"7.543975,-76.8111833"
CIH-0047-16,CERRADO,"-76,6321389","7,25705556",,CHOCÓ,CARMEN DEL DARIEN,7.25705556,-76.6321389,"7.25705556,-76.6321389"
CIH-0047-17,CERRADO,"-75,5175278","7,24961111",,ANTIOQUIA,ITUANGO,7.24961111,-75.5175278,"7.24961111,-75.5175278"
CIH-0048-15,CERRADO,"-75,8291667","6,92847222",IDENTIF_ENTREGADO,ANTIOQUIA,PEQUE,6.92847222,-75.8291667,"6.92847222,-75.8291667"
CIH-0048-16,CERRADO,"-76,520222","7,86169444",,ANTIOQUIA,APARTADÓ,7.86169444,-76.520222,"7.86169444,-76.520222"
CIH-0048-17,CERRADO,"-75,5175278","7,24961111",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.24961111,-75.5175278,"7.24961111,-75.5175278"
CIH-0049-15,CERRADO,"-75,8291667","6,92847222",,ANTIOQUIA,MEDELLÍN,6.92847222,-75.8291667,"6.92847222,-75.8291667"
CIH-0049-16,CERRADO,"-76,6338056","7,25825",,CHOCÓ,CARMEN DEL DARIEN,7.25825,-76.6338056,"7.25825,-76.6338056"
CIH-0049-17,ASIGNADO,"-75,5175278","7,24961111",,ANTIOQUIA,ITUANGO,7.24961111,-75.5175278,"7.24961111,-75.5175278"
CIH-0050-15,CERRADO,"-75,8291667","6,92847222",IDENTIF_ENTREGADO,ANTIOQUIA,PEQUE,6.92847222,-75.8291667,"6.92847222,-75.8291667"
CIH-0050-16,CERRADO,"-76,6338056","7,25825",,CHOCÓ,CARMEN DEL DARIEN,7.25825,-76.6338056,"7.25825,-76.6338056"
CIH-0050-17,CERRADO,"-75,5175278","7,24961111",IDENTIF_NO_ENTREGADO,ANTIOQUIA,ITUANGO,7.24961111,-75.5175278,"7.24961111,-75.5175278"
CIH-0051-15,CERRADO,"-75,8291667","6,92847222",,ANTIOQUIA,PEQUE,6.92847222,-75.8291667,"6.92847222,-75.8291667"
CIH-0051-16,CERRADO,"-76,6338056","7,25825",,CHOCÓ,CARMEN DEL DARIEN,7.25825,-76.6338056,"7.25825,-76.6338056"
CIH-0051-17,ASIGNADO,"-75,7648611","7,17852778",,ANTIOQUIA,ITUANGO,7.17852778,-75.7648611,"7.17852778,-75.7648611"
CIH-0052-15,PEND.RESULT.GENETICA,"-75,8291667","6,92847222",NO_IDENTIF_EN_PROCES,ANTIOQUIA,PEQUE,6.92847222,-75.8291667,"6.92847222,-75.8291667"
CIH-0052-16,CERRADO,"-76,6338056","7,25825",IDENTIF_NO_ENTREGADO,CHOCÓ,CARMEN DEL DARIEN,7.25825,-76.6338056,"7.25825,-76.6338056"
CIH-0052-17,CERRADO,"-75,76347222","7,1725",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.1725,-75.76347222,"7.1725,-75.76347222"
CIH-0053-15,CERRADO,"-75,8291667","6,92847222",,ANTIOQUIA,PEQUE,6.92847222,-75.8291667,"6.92847222,-75.8291667"
CIH-0053-16,CERRADO,"-76,6338056","7,25825",,CHOCÓ,CARMEN DEL DARIEN,7.25825,-76.6338056,"7.25825,-76.6338056"
CIH-0053-17,CERRADO,"-75,76347222","7,1725",,ANTIOQUIA,ITUANGO,7.1725,-75.76347222,"7.1725,-75.76347222"
CIH-0054-15,CERRADO,"-76,8111833","7,06480556",IDENTIF_ENTREGADO,ANTIOQUIA,TURBO,7.06480556,-76.8111833,"7.06480556,-76.8111833"
CIH-0054-16,CERRADO,"-76,6338056","7,25825",IDENTIF_NO_ENTREGADO,CHOCÓ,CARMEN DEL DARIEN,7.25825,-76.6338056,"7.25825,-76.6338056"
CIH-0054-17,CERRADO,"-75,5175","7,249666667",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.249666667,-75.5175,"7.249666667,-75.5175"
CIH-0055-15,PEND.RESULT.GENETICA,"-76,8111833","7,543975",NO_IDENTIF_EN_PROCES,ANTIOQUIA,TURBO,7.543975,-76.8111833,"7.543975,-76.8111833"
CIH-0055-16,CERRADO,"-76,6338056","7,25825",MUESTRA,CHOCÓ,CARMEN DEL DARIEN,7.25825,-76.6338056,"7.25825,-76.6338056"
CIH-0055-17,PEND.RESULT.GENETICA,"-75,43136111","5,962611111",NO_IDENTIFICADO,ANTIOQUIA,LA CEJA,5.962611111,-75.43136111,"5.962611111,-75.43136111"
CIH-0056-15,PEND.RESULT.GENETICA,"-76,3695833","8,42736111",NO_IDENTIFICADO,ANTIOQUIA,SAN PEDRO DE URABA,8.42736111,-76.3695833,"8.42736111,-76.3695833"
CIH-0056-16,CERRADO,"-76,6338056","7,25825",MUESTRA,CHOCÓ,CARMEN DEL DARIEN,7.25825,-76.6338056,"7.25825,-76.6338056"
CIH-0056-17,ASIGNADO,"-75,56175","6,265694444",,ANTIOQUIA,MEDELLÍN,6.265694444,-75.56175,"6.265694444,-75.56175"
CIH-0057-15,CERRADO,"-76,95387","7,61980556",IDENTIF_ENTREGADO,ANTIOQUIA,TURBO,7.61980556,-76.95387,"7.61980556,-76.95387"
CIH-0057-16,CERRADO,"-76,6338056","7,25825",MUESTRA,CHOCÓ,CARMEN DEL DARIEN,7.25825,-76.6338056,"7.25825,-76.6338056"
CIH-0057-17,CERRADO,"-76,3","7,25741667",,CHOCÓ,CARMEN DEL DARIEN,7.25741667,-76.3,"7.25741667,-76.3"
CIH-0058-15,CERRADO,"-75,8291667 ","6,92847222",,ANTIOQUIA,PEQUE,6.92847222,-75.8291667 ,"6.92847222,-75.8291667 "
CIH-0058-16,CERRADO,"-76,6338056","7,25825",MUESTRA,CHOCÓ,CARMEN DEL DARIEN,7.25825,-76.6338056,"7.25825,-76.6338056"
CIH-0058-17,ASIGNADO,"-75,5175","7,249666667",,ANTIOQUIA,ITUANGO,7.249666667,-75.5175,"7.249666667,-75.5175"
CIH-0059-15,PEND.RESULT.GENETICA,"-76,3825278","8,14011111",NO_IDENTIFICADO,ANTIOQUIA,SAN PEDRO DE URABA,8.14011111,-76.3825278,"8.14011111,-76.3825278"
CIH-0059-16,PEND.RESULT.GENETICA,"-75,635333","6,76022222",IDENTIF_NO_ENTREGADO,ANTIOQUIA,BELMIRA,6.76022222,-75.635333,"6.76022222,-75.635333"
CIH-0060-15,PEND.RESULT.GENETICA,"-76,3825278","8,14011111",NO_IDENTIFICADO,ANTIOQUIA,SAN PEDRO DE URABA,8.14011111,-76.3825278,"8.14011111,-76.3825278"
CIH-0060-16,CERRADO,"-75,635333","6,76022222",,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,6.76022222,-75.635333,"6.76022222,-75.635333"
CIH-0061-15,CERRADO,-76.7283,"8,09305",,ANTIOQUIA,TURBO,8.09305,-76.7283,"8.09305,-76.7283"
CIH-0061-16,CERRADO,"-75,2702222","8,02094444",,CÓRDOBA,TIERRALTA,8.02094444,-75.2702222,"8.02094444,-75.2702222"
CIH-0062-15,CERRADO,"-76,4290556","8,85113889",IDENTIF_ENTREGADO,ANTIOQUIA,ARBOLETES,8.85113889,-76.4290556,"8.85113889,-76.4290556"
CIH-0062-16,CERRADO,"-75,88","8,731388889",,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
CIH-0063-15,CERRADO,"-76,4290556 ","8,85113889",,ANTIOQUIA,ARBOLETES,8.85113889,-76.4290556 ,"8.85113889,-76.4290556 "
CIH-0063-16,CERRADO,"-76,05944","8,17277",,CÓRDOBA,TIERRALTA,8.17277,-76.05944,"8.17277,-76.05944"
CIH-0064-15,PEND.RESULT.GENETICA,"-75,881","8,73169444",NO_IDENTIF_EN_PROCES,CÓRDOBA,MONTERÍA,8.73169444,-75.881,"8.73169444,-75.881"
CIH-0064-16,CERRADO,"-76,05944","8,17277",MUESTRA,CÓRDOBA,TIERRALTA,8.17277,-76.05944,"8.17277,-76.05944"
CIH-0065-15,CERRADO,"-75,881 ","8,73169444",,CÓRDOBA,MONTERÍA,8.73169444,-75.881 ,"8.73169444,-75.881 "
CIH-0065-16,CERRADO,"-75,9052778","6,43722222",IDENTIF_ENTREGADO,ANTIOQUIA,MEDELLÍN,6.43722222,-75.9052778,"6.43722222,-75.9052778"
CIH-0066-15,CERRADO,"-75,881","8,73169444",IDENTIF_ENTREGADO,CÓRDOBA,MONTERÍA,8.73169444,-75.881,"8.73169444,-75.881"
CIH-0066-16,PEND.RESULT.GENETICA,"-75,0755833","6,07141667",NO_IDENTIFICADO,ANTIOQUIA,GRANADA,6.07141667,-75.0755833,"6.07141667,-75.0755833"
CIH-0067-15,CERRADO,"-75,881 ","8,73169444",,CÓRDOBA,MONTERÍA,8.73169444,-75.881 ,"8.73169444,-75.881 "
CIH-0067-16,CERRADO,"-75,635333","6,76022222",,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,6.76022222,-75.635333,"6.76022222,-75.635333"
CIH-0068-15,CERRADO,"-76,1624167","8,26097222",IDENTIF_NO_ENTREGADO,CÓRDOBA,VALENCIA,8.26097222,-76.1624167,"8.26097222,-76.1624167"
CIH-0068-16,CERRADO,"-76,63338056","7,25825",,CHOCÓ,CARMEN DEL DARIEN,7.25825,-76.63338056,"7.25825,-76.63338056"
CIH-0069-15,CERRADO,"-76,1624167 ","8,26097222",,CÓRDOBA,VALENCIA,8.26097222,-76.1624167 ,"8.26097222,-76.1624167 "
CIH-0069-16,CERRADO,"-74,9050278","6,10552778",IDENTIF_ENTREGADO,ANTIOQUIA,SAN CARLOS,6.10552778,-74.9050278,"6.10552778,-74.9050278"
CIH-0070-15,CERRADO,"-76,4330278","8,17766667",IDENTIF_ENTREGADO,ANTIOQUIA,TURBO,8.17766667,-76.4330278,"8.17766667,-76.4330278"
CIH-0070-16,PEND.RESULT.GENETICA,"-74,9059444","6,10552778",NO_IDENTIFICADO,ANTIOQUIA,SAN CARLOS,6.10552778,-74.9059444,"6.10552778,-74.9059444"
CIH-0071-15,CERRADO,"-76,4330278 ","8,17766667",,ANTIOQUIA,TURBO,8.17766667,-76.4330278 ,"8.17766667,-76.4330278 "
CIH-0071-16,CERRADO,"-75,40675","6,40236111",,ANTIOQUIA,COCORNÁ,6.40236111,-75.40675,"6.40236111,-75.40675"
CIH-0072-15,CERRADO,"-76,3825278","8,14011111",IDENTIF_ENTREGADO,ANTIOQUIA,SAN PEDRO DE URABA,8.14011111,-76.3825278,"8.14011111,-76.3825278"
CIH-0072-16,CERRADO,"-74,9050278","6,10552778",,ANTIOQUIA,SAN CARLOS,6.10552778,-74.9050278,"6.10552778,-74.9050278"
CIH-0073-15,CERRADO,"-76,3825278","8,14011111",IDENTIF_ENTREGADO,ANTIOQUIA,SAN PEDRO DE URABA,8.14011111,-76.3825278,"8.14011111,-76.3825278"
CIH-0073-16,CERRADO,"-74,90588889","6,105472222",,ANTIOQUIA,SAN CARLOS,6.105472222,-74.90588889,"6.105472222,-74.90588889"
CIH-0074-15,CERRADO,"-76,3825278","8,14011111",IDENTIF_ENTREGADO,ANTIOQUIA,SAN PEDRO DE URABA,8.14011111,-76.3825278,"8.14011111,-76.3825278"
CIH-0074-16,CERRADO,"-76,1624167","8,26097222",,CÓRDOBA,VALENCIA,8.26097222,-76.1624167,"8.26097222,-76.1624167"
CIH-0075-15,CERRADO,"-76,9538","7,61980556",,ANTIOQUIA,TURBO,7.61980556,-76.9538,"7.61980556,-76.9538"
CIH-0075-16,CERRADO,"-75,2630556","6,089",IDENTIF_ENTREGADO,ANTIOQUIA,EL SANTUARIO,6.089,-75.2630556,"6.089,-75.2630556"
CIH-0076-16,CERRADO,"-76,1624167","8,26097222",,CÓRDOBA,VALENCIA,8.26097222,-76.1624167,"8.26097222,-76.1624167"
CIH-0077-16,CERRADO,"-75,9052778","6,43722222",,ANTIOQUIA,MEDELLÍN,6.43722222,-75.9052778,"6.43722222,-75.9052778"
CIH-0078-16,CERRADO,"-76,38252778","8,7611",,ANTIOQUIA,SAN JUAN DE URABÁ,8.7611,-76.38252778,"8.7611,-76.38252778"
CIH-0079-16,PEND.RESULT.GENETICA,"-75,5869444","6,30080556",NO_IDENTIFICADO,ANTIOQUIA,BELLO,6.30080556,-75.5869444,"6.30080556,-75.5869444"
CIH-0080-16,PEND.RESULT.GENETICA,"-76,3811944","6,53194444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,ARBOLETES,6.53194444,-76.3811944,"6.53194444,-76.3811944"
CIH-0081-16,PEND.RESULT.GENETICA,"-76,42722","8,8511",NO_IDENTIFICADO,ANTIOQUIA,ARBOLETES,8.8511,-76.42722,"8.8511,-76.42722"
CIH-0082-16,PEND.RESULT.GENETICA,"-76,42722","8,8511",NO_IDENTIFICADO,ANTIOQUIA,ARBOLETES,8.8511,-76.42722,"8.8511,-76.42722"
CIH-0083-16,PEND.RESULT.GENETICA,"-76,3756944","8,48133333",NO_IDENTIFICADO,ANTIOQUIA,ARBOLETES,8.48133333,-76.3756944,"8.48133333,-76.3756944"
CIH-0084-16,PEND.RESULT.GENETICA,"-76,3756944","8,48133333",,ANTIOQUIA,ARBOLETES,8.48133333,-76.3756944,"8.48133333,-76.3756944"
CIH-0085-16,CERRADO,-76.427222,"8,851111",IDENTIF_ENTREGADO,ANTIOQUIA,ARBOLETES,8.851111,-76.427222,"8.851111,-76.427222"
CIH-0086-16,CERRADO,"-76,5116944","7,94508333",IDENTIF_ENTREGADO,ANTIOQUIA,APARTADÓ,7.94508333,-76.5116944,"7.94508333,-76.5116944"
CIH-0087-16,CERRADO,"-76,508","7,94777778",IDENTIF_ENTREGADO,ANTIOQUIA,APARTADÓ,7.94777778,-76.508,"7.94777778,-76.508"
CIH-0088-16,CERRADO,"-76,5082917","7,94797222",IDENTIF_ENTREGADO,ANTIOQUIA,APARTADÓ,7.94797222,-76.5082917,"7.94797222,-76.5082917"
CIH-0089-16,PEND.RESULT.GENETICA,"-76,5080028","7,94775278",IDENTIF_NO_ENTREGADO,ANTIOQUIA,APARTADÓ,7.94775278,-76.5080028,"7.94775278,-76.5080028"
CIH-0090-16,PEND.RESULT.GENETICA,"-75,5745417","6,27964722",NO_IDENTIFICADO,ANTIOQUIA,MEDELLÍN,6.27964722,-75.5745417,"6.27964722,-75.5745417"
CIH-0091-16,PEND.RESULT.GENETICA,"-75,5745417","6,27964722",NO_IDENTIFICADO,ANTIOQUIA,MEDELLÍN,6.27964722,-75.5745417,"6.27964722,-75.5745417"
CIH-0092-16,PEND.RESULT.GENETICA,"-75,5738472","6,27789722",NO_IDENTIFICADO,ANTIOQUIA,MEDELLÍN,6.27789722,-75.5738472,"6.27789722,-75.5738472"
CIH-0093-16,PEND.RESULT.GENETICA,"-75,856389","6,83677778",NO_IDENTIFICADO,ANTIOQUIA,SABANALARGA,6.83677778,-75.856389,"6.83677778,-75.856389"
CIH-0094-16,PEND.RESULT.GENETICA,"-75,40675","6,40236111",NO_IDENTIFICADO,ANTIOQUIA,COCORNÁ,6.40236111,-75.40675,"6.40236111,-75.40675"
CIH-0095-16,CERRADO,"-75,8611472","6,7225",IDENTIF_ENTREGADO,ANTIOQUIA,BURITICÁ,6.7225,-75.8611472,"6.7225,-75.8611472"
CIH-0096-16,PEND.RESULT.GENETICA,"-75,8633083","6,73368056",NO_IDENTIFICADO,ANTIOQUIA,BURITICÁ,6.73368056,-75.8633083,"6.73368056,-75.8633083"
CIH-0097-16,CERRADO,-75.67583,"6,91444",,ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,6.91444,-75.67583,"6.91444,-75.67583"
CIH-0098-16,CERRADO,"-76,42722","8,8511",,ANTIOQUIA,ARBOLETES,8.8511,-76.42722,"8.8511,-76.42722"
CIH-0099-16,CERRADO,"-76,3756944","8,48133333",,ANTIOQUIA,ARBOLETES,8.48133333,-76.3756944,"8.48133333,-76.3756944"
CIH-0100-16,CERRADO,"-76,3756944","8,48133333",,ANTIOQUIA,ARBOLETES,8.48133333,-76.3756944,"8.48133333,-76.3756944"
CIH-0101-16,CERRADO,"-76,42722","8,8511",,ANTIOQUIA,ARBOLETES,8.8511,-76.42722,"8.8511,-76.42722"
CIH-0102-16,CERRADO,"-76,42722","8,8511",,ANTIOQUIA,ARBOLETES,8.8511,-76.42722,"8.8511,-76.42722"
CIH-0103-16,CERRADO,"-74,8711389","8,46933333",IDENTIF_NO_ENTREGADO,SUCRE,MAJAGUAL,8.46933333,-74.8711389,"8.46933333,-74.8711389"
CIH-0104-16,CERRADO,"-74,8711389","8,46933333",,SUCRE,MAJAGUAL,8.46933333,-74.8711389,"8.46933333,-74.8711389"
CIH-0105-16,CERRADO,"-75,9061667","8,26766667",IDENTIF_NO_ENTREGADO,CÓRDOBA,TIERRALTA,8.26766667,-75.9061667,"8.26766667,-75.9061667"
CIH-0106-16,CERRADO,"-75,9058889","8,26730556",IDENTIF_NO_ENTREGADO,CÓRDOBA,TIERRALTA,8.26730556,-75.9058889,"8.26730556,-75.9058889"
CIH-0107-16,CERRADO,"-75,9058889","8,26730556",,CÓRDOBA,TIERRALTA,8.26730556,-75.9058889,"8.26730556,-75.9058889"
CIH-0108-16,PEND.RESULT.GENETICA,-75.426944,"5,79055",NO_IDENTIFICADO,ANTIOQUIA,ABEJORRAL,5.79055,-75.426944,"5.79055,-75.426944"
CIH-0109-16,CERRADO,"-76,508","7,94777778",,ANTIOQUIA,APARTADÓ,7.94777778,-76.508,"7.94777778,-76.508"
CIH-0110-16,CERRADO,"-76,5080028","7,94775278",,ANTIOQUIA,APARTADÓ,7.94775278,-76.5080028,"7.94775278,-76.5080028"
CIH-0111-16,CERRADO,"-76,5116944","7,94508333",,ANTIOQUIA,APARTADÓ,7.94508333,-76.5116944,"7.94508333,-76.5116944"
CIH-0112-16,CERRADO,"-76,5116944","7,94508333",IDENTIF_ENTREGADO,ANTIOQUIA,APARTADÓ,7.94508333,-76.5116944,"7.94508333,-76.5116944"
CIH-0113-16,CERRADO,"-76,5116944","7,94508333",IDENTIF_ENTREGADO,ANTIOQUIA,APARTADÓ,7.94508333,-76.5116944,"7.94508333,-76.5116944"
CIH-0114-16,PEND.RESULT.GENETICA,"-75,618694","5,55883333",NO_IDENTIFICADO,ANTIOQUIA,CARAMANTA,5.55883333,-75.618694,"5.55883333,-75.618694"
CIH-2018-00001,PEND.RESULT.GENETICA,"-75,2418889","6,21363889",NO_IDENTIFICADO,ANTIOQUIA,PEÑOL,6.21363889,-75.2418889,"6.21363889,-75.2418889"
CIH-2018-00002,CERRADO,"-75,2630556","6,089",IDENTIF_ENTREGADO,ANTIOQUIA,EL SANTUARIO,6.089,-75.2630556,"6.089,-75.2630556"
CIH-2018-00003,CERRADO,"-77,2461944","4,78061111",IDENTIF_ENTREGADO,CHOCÓ,BAJO BAUDÓ,4.78061111,-77.2461944,"4.78061111,-77.2461944"
CIH-2018-00004,PEND.RESULT.GENETICA,"-75,1945833","6,61188889",NO_IDENTIFICADO,ANTIOQUIA,GÓMEZ PLATA,6.61188889,-75.1945833,"6.61188889,-75.1945833"
CIH-2018-00005,CERRADO,"-75,025","6,29616667",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SAN RAFAEL,6.29616667,-75.025,"6.29616667,-75.025"
CIH-2018-00006,CERRADO,"-75,025","6,29616667",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SAN RAFAEL,6.29616667,-75.025,"6.29616667,-75.025"
CIH-2018-00007,CERRADO,"-75,025","6,29616667",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SAN RAFAEL,6.29616667,-75.025,"6.29616667,-75.025"
CIH-2018-00008,CERRADO,"-75,025","6,29616667",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SAN RAFAEL,6.29616667,-75.025,"6.29616667,-75.025"
CIH-2018-00009,CERRADO,"-75,025","6,29616667",NO_IDENTIFICADO,ANTIOQUIA,SAN RAFAEL,6.29616667,-75.025,"6.29616667,-75.025"
CIH-2018-00010,CERRADO,"-75,025","6,29616667",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SAN RAFAEL,6.29616667,-75.025,"6.29616667,-75.025"
CIH-2018-00011,CERRADO,"-75,025","6,29616667",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SAN RAFAEL,6.29616667,-75.025,"6.29616667,-75.025"
CIH-2018-00012,INVALID,"-75,025","6,29616667",,ANTIOQUIA,SAN RAFAEL,6.29616667,-75.025,"6.29616667,-75.025"
CIH-2018-00013,CERRADO,"-75,025","6,29616667",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SAN RAFAEL,6.29616667,-75.025,"6.29616667,-75.025"
CIH-2018-00014,CERRADO,"-75,025","6,29616667",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SAN RAFAEL,6.29616667,-75.025,"6.29616667,-75.025"
CIH-2018-00015,CERRADO,"-75,025","6,29616667",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SAN RAFAEL,6.29616667,-75.025,"6.29616667,-75.025"
CIH-2018-00016,CERRADO,"-75,025","6,29616667",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SAN RAFAEL,6.29616667,-75.025,"6.29616667,-75.025"
CIH-2018-00017,CERRADO,"-75,025","6,29616667",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SAN RAFAEL,6.29616667,-75.025,"6.29616667,-75.025"
