CASO NÚMERO,ESTADO DEL CASO,COORDENADAS , EXHUMACION,ESTADO DEL PROCESO,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,COORDENADAS
GEIH-2022-00301,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00302,PEND.RESULT.GENETICA,"-74,99594444","6,186111111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SAN CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00303,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00304,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00305,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00306,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00307,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00308,PROCESO DE ADMISION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00309,PROCESO DE ADMISION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00310,PROCESO DE ADMISION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00311,PEND.RESULT.GENETICA,"-74,9956","6,186080556",IDENTIF_ENTREGADO,ANTIOQUIA,SAN_CARLOS,6.186080556,-74.9956,"6.186080556,-74.9956"
GEIH-2022-00312,PEND.RESULT.GENETICA,"-74,87038889","7,48925",NO_IDENTIFICADO,ANTIOQUIA,ZARAGOZA,7.48925,-74.87038889,"7.48925,-74.87038889"
GEIH-2022-00313,PEND.RESULT.GENETICA,"-74,99594444","6,186111111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00314,PEND.RESULT.GENETICA,"-74,99594444","6,186111111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00315,PEND.RESULT.GENETICA,"-74,99594444","6,186111111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00316,PEND.RESULT.GENETICA,"-74,99594444","6,186111111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00317,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00318,PEND.RESULT.GENETICA,"-74,99594444","6,186111111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00319,PROCESO DE ADMISION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2022-00320,PEND.RESULT.GENETICA,"-74,84663889","6,67325",NO_IDENTIF_EN_PROCES,ANTIOQUIA,YALÍ,6.67325,-74.84663889,"6.67325,-74.84663889"
GEIH-2022-00321,PROCESO DE ADMISION,"-74,8465","6,67325",,ANTIOQUIA,YALÍ,6.67325,-74.8465,"6.67325,-74.8465"
GEIH-2022-00322,PEND.RESULT.GENETICA,"-74,8465","6,67325",NO_IDENTIF_EN_PROCES,ANTIOQUIA,YALÍ,6.67325,-74.8465,"6.67325,-74.8465"
GEIH-2022-00323,CERRADO,"-75,00719444","6,602583333",IDENTIF_ENTREGADO,ANTIOQUIA,YOLOMBÓ,6.602583333,-75.00719444,"6.602583333,-75.00719444"
GEIH-2022-00324,PROCESO DE ADMISION,"-75,40661111","6,369166667",,ANTIOQUIA,GIRARDOTA,6.369166667,-75.40661111,"6.369166667,-75.40661111"
GEIH-2022-00325,PEND.RESULT.GENETICA,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00326,PEND.RESULT.GENETICA,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00327,EN CURSO,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00328,PEND.RESULT.GENETICA,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00329,PEND.RESULT.GENETICA,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00330,EN CURSO,"-75,43666667","7,169444444",IDENTIF_ENTREGADO,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00331,PEND.RESULT.GENETICA,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00332,EN CURSO,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00333,PEND.RESULT.GENETICA,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00334,PEND.RESULT.GENETICA,"-75,43666667","7,169444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,VALDIVIA,7.169444444,-75.43666667,"7.169444444,-75.43666667"
GEIH-2022-00335,PEND.RESULT.GENETICA,"-75,43669444","7,169361111",NO_IDENTIFICADO,ANTIOQUIA,VALDIVIA,7.169361111,-75.43669444,"7.169361111,-75.43669444"
GEIH-2022-00336,PROCESO DE ADMISION,"-74,73116667","5,736472222",,ANTIOQUIA,SONSON,5.736472222,-74.73116667,"5.736472222,-74.73116667"
GEIH-2022-00337,CERRADO,"-75,8579167","8,74144444",IDENTIF_ENTREGADO,CÓRDOBA,MONTERÍA,8.74144444,-75.8579167,"8.74144444,-75.8579167"
GEIH-2022-00338,CERRADO,"-75,8579167","8,74144444",IDENTIF_ENTREGADO,CÓRDOBA,MONTERÍA,8.74144444,-75.8579167,"8.74144444,-75.8579167"
GEIH-2022-00339,PEND.RESULT.GENETICA,"-74,98333333","6,183611111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SAN_CARLOS,6.183611111,-74.98333333,"6.183611111,-74.98333333"
GEIH-2022-00340,PEND.RESULT.GENETICA,"-77,39861111","6,221944444",NO_IDENTIFICADO,CHOCÓ,BAHÍA SOLANO,6.221944444,-77.39861111,"6.221944444,-77.39861111"
GEIH-2023-00341,PENDIENTE DE ASIGNACION,"-75,9155556","6,05625",,ANTIOQUIA,BETULIA,6.05625,-75.9155556,"6.05625,-75.9155556"
GEIH-2023-00342,PENDIENTE DE ASIGNACION,-76.635,"7,88472",,ANTIOQUIA,APARTADÓ,7.88472,-76.635,"7.88472,-76.635"
GEIH-2023-00343,PENDIENTE DE ASIGNACION,-76.635,"7,88472",,ANTIOQUIA,APARTADÓ,7.88472,-76.635,"7.88472,-76.635"
GEIH-2023-00344,PENDIENTE DE ASIGNACION,-76.7283,"8,09305",,ANTIOQUIA,TURBO,8.09305,-76.7283,"8.09305,-76.7283"
GEIH-2023-00345,PENDIENTE DE ASIGNACION,-76.68138,"﻿7,6697",NO_IDENTIF_EN_PROCES,ANTIOQUIA,CHIGORODÓ,"﻿.,6697",-76.68138,"﻿.,6697,-76.68138"
GEIH-2023-00346,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00347,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00348,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00349,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00350,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00351,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00352,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00353,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00354,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00355,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00356,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00357,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00358,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00359,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00360,PENDIENTE DE ASIGNACION,-76.68138,"7,6697",,ANTIOQUIA,CHIGORODÓ,7.6697,-76.68138,"7.6697,-76.68138"
GEIH-2023-00361,PROCESO DE ADMISION,"-77,39861111","6,221944444",,CHOCÓ,BAHÍA SOLANO,6.221944444,-77.39861111,"6.221944444,-77.39861111"
GEIH-2023-00362,PROCESO DE ADMISION,-75.67388,"5,926666",,ANTIOQUIA,FREDONIA,5.926666,-75.67388,"5.926666,-75.67388"
GEIH-2023-00363,PROCESO DE ADMISION,-74.9922,"61,872",,ANTIOQUIA,SAN_CARLOS,"6.,872",-74.9922,"6.,872,-74.9922"
GEIH-2023-00364,PROCESO DE ADMISION,-74.9922,"61,872",,ANTIOQUIA,SAN_CARLOS,"6.,872",-74.9922,"6.,872,-74.9922"
GEIH-2023-00365,PROCESO DE ADMISION,-74.9922,"61,872",,ANTIOQUIA,SAN_CARLOS,"6.,872",-74.9922,"6.,872,-74.9922"
GEIH-2023-00366,PROCESO DE ADMISION,-74.9922,"61,872",,ANTIOQUIA,SAN_CARLOS,"6.,872",-74.9922,"6.,872,-74.9922"
GEIH-2023-00367,PROCESO DE ADMISION,-74.9922,"61,872",,ANTIOQUIA,SAN_CARLOS,"6.,872",-74.9922,"6.,872,-74.9922"
GEIH-2023-00368,PROCESO DE ADMISION,-74.9922,"61,872",,ANTIOQUIA,SAN_CARLOS,"6.,872",-74.9922,"6.,872,-74.9922"
GEIH-2023-00369,PROCESO DE ADMISION,-74.9922,"61,872",,ANTIOQUIA,SAN_CARLOS,"6.,872",-74.9922,"6.,872,-74.9922"
GEIH-2023-00370,PROCESO DE ADMISION,-74.9922,"61,872",,ANTIOQUIA,SAN_CARLOS,"6.,872",-74.9922,"6.,872,-74.9922"
GEIH-2023-00371,EN CURSO,"-76,6775","7,680111111",NO_IDENTIFICADO,ANTIOQUIA,CHIGORODÓ,7.680111111,-76.6775,"7.680111111,-76.6775"
GEIH-2023-00372,PEND.RESULT.GENETICA,"-74,73116667","5,736472222",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SONSON,5.736472222,-74.73116667,"5.736472222,-74.73116667"
GEIH-2023-00373,PEND.RESULT.GENETICA,"-75,43669444","7,169361111",NO_IDENTIFICADO,ANTIOQUIA,VALDIVIA,7.169361111,-75.43669444,"7.169361111,-75.43669444"
GEIH-2023-00374,PROCESO DE ADMISION,"-75,472","6,278",,ANTIOQUIA,MEDELLÍN,6.278,-75.472,"6.278,-75.472"
GEIH-2023-00375,PROCESO DE ADMISION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2023-00376,PROCESO DE ADMISION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2023-00377,PENDIENTE DE ASIGNACION,"-74,99594444","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.99594444,"6.186111111,-74.99594444"
GEIH-2023-00378,PENDIENTE DE ASIGNACION,"-74,91261111","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.91261111,"6.186111111,-74.91261111"
GEIH-2023-00379,PENDIENTE DE ASIGNACION,"-74,91261111","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.91261111,"6.186111111,-74.91261111"
GEIH-2023-00380,PENDIENTE DE ASIGNACION,"-74,91261111","6,186111111",,ANTIOQUIA,SAN_CARLOS,6.186111111,-74.91261111,"6.186111111,-74.91261111"
GEIH-2024-00381,PENDIENTE DE ASIGNACION,"-75,67277778","7,891777778",,CÓRDOBA,PUERTO LIBERTADOR,7.891777778,-75.67277778,"7.891777778,-75.67277778"
GEIH-2024-00382,PENDIENTE DE ASIGNACION,"-75,30833333","5,075833333",,ANTIOQUIA,SONSON,5.075833333,-75.30833333,"5.075833333,-75.30833333"
GEIH-2024-00383,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00384,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00385,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00386,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00387,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00388,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00389,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00390,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00391,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00392,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00393,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00394,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00395,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00396,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00397,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00398,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00399,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00400,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00401,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00402,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00403,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00404,PENDIENTE DE ASIGNACION,"-75,30833333","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30833333,"5.703361111,-75.30833333"
GEIH-2024-00405,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00406,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00407,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00408,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00409,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00410,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,MEDELLÍN,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00411,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00412,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00413,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00414,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00415,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00416,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00417,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00418,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00419,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,MEDELLÍN,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00420,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00421,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00422,PENDIENTE DE ASIGNACION,"-75,30805556","5,703361111",,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00423,PEND.RESULT.GENETICA,"-75,30805556","5,703361111",IDENTIF_ENTREGADO,ANTIOQUIA,SONSON,5.703361111,-75.30805556,"5.703361111,-75.30805556"
GEIH-2024-00424,PENDIENTE DE ASIGNACION,"-75,55711111","6,349444444",,ANTIOQUIA,BELLO,6.349444444,-75.55711111,"6.349444444,-75.55711111"
GEIH-2024-00425,PENDIENTE DE ASIGNACION,"-75,55711111","6,30080556",,ANTIOQUIA,BELLO,6.30080556,-75.55711111,"6.30080556,-75.55711111"
GEIH-2024-00426,PENDIENTE DE ASIGNACION,"-75,55711111","6,349444444",,ANTIOQUIA,BELLO,6.349444444,-75.55711111,"6.349444444,-75.55711111"
GEIH-2024-00427,PENDIENTE DE ASIGNACION,"-75,55711111","6,30080556",,ANTIOQUIA,BELLO,6.30080556,-75.55711111,"6.30080556,-75.55711111"
GEIH-2024-00428,PENDIENTE DE ASIGNACION,"-75,55711111","6,30080556",,ANTIOQUIA,BELLO,6.30080556,-75.55711111,"6.30080556,-75.55711111"
GEIH-2024-00429,PENDIENTE DE ASIGNACION,"-75,55711111","6,30080556",,ANTIOQUIA,BELLO,6.30080556,-75.55711111,"6.30080556,-75.55711111"
GEIH-2024-00430,PENDIENTE DE ASIGNACION,"-75,55711111","6,30080556",,ANTIOQUIA,BELLO,6.30080556,-75.55711111,"6.30080556,-75.55711111"
GEIH-2024-00431,PENDIENTE DE ASIGNACION,"-76,48275","7,943111111",,ANTIOQUIA,APARTADÓ,7.943111111,-76.48275,"7.943111111,-76.48275"
GEIH-2024-00432,PENDIENTE DE ASIGNACION,"-76,48444444","7,925694444",,ANTIOQUIA,APARTADÓ,7.925694444,-76.48444444,"7.925694444,-76.48444444"
GEIH-2024-00433,PENDIENTE DE ASIGNACION,"-76,48444444","7,925694444",,ANTIOQUIA,APARTADÓ,7.925694444,-76.48444444,"7.925694444,-76.48444444"
GEIH-2024-00434,PENDIENTE DE ASIGNACION,"-76,52188889","7,917305556",,ANTIOQUIA,APARTADÓ,7.917305556,-76.52188889,"7.917305556,-76.52188889"
GEIH-2024-00435,PENDIENTE DE ASIGNACION,"-76,521","7,916888889",,ANTIOQUIA,APARTADÓ,7.916888889,-76.521,"7.916888889,-76.521"
GEIH-2024-00436,PENDIENTE DE ASIGNACION,"-76,48130556","7,934638889",,ANTIOQUIA,APARTADÓ,7.934638889,-76.48130556,"7.934638889,-76.48130556"
GEIH-2025-00437,PENDIENTE DE ASIGNACION,"-76,13","6,778611",,ANTIOQUIA,FRONTINO,6.778611,-76.13,"6.778611,-76.13"
GEIH-2025-00438,PENDIENTE DE ASIGNACION,"-76,13","6,778611",,ANTIOQUIA,FRONTINO,6.778611,-76.13,"6.778611,-76.13"
GEIH-2025-00439,PENDIENTE DE ASIGNACION,"-76,13","6,778611",,ANTIOQUIA,FRONTINO,6.778611,-76.13,"6.778611,-76.13"
GEIH-2025-00440,PENDIENTE DE ASIGNACION,"-76,13","6,778611",,ANTIOQUIA,FRONTINO,6.778611,-76.13,"6.778611,-76.13"